Mega Category (Taxonomy),Level 1 (Taxonomy),Level 2 (Taxonomy),Level 3 (Taxonomy),Supplier Name,Spend
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,4.42
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,84.95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,12.58
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,707.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,5.95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,58
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,41.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,1344
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,25.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,10
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,45.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,273.87
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,12.47
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,41.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,2307.9
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,70.2
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,16.35
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,7164.96
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,25.36
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,241.4
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,48.09
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,146.72
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,21.19
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,66300.08
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,11.7
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,29.47
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,19.61
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,27.57
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,25.51
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,21.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,9.9
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1473,333.75
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1478,2.15
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1478,885
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1478,800.1
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1478,3088.06
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1478,77.27
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1478,30
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,9853.4
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,165
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,297
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,19.75
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,149.87
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,1003.32
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,272.73
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,26.37
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,223.20000000000005
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,4294.89
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,73.72
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1478,304.5
Business services,Travel & entertainment,Airfares,International airfares,supplier_1478,61.45
Business services,Travel & entertainment,Airfares,International airfares,supplier_1478,4.77
Business services,Travel & entertainment,Airfares,International airfares,supplier_1478,88.18
Business services,Travel & entertainment,Airfares,International airfares,supplier_1478,63.64
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1478,152.12
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1478,67.51
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1478,8.36
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1478,2183.97
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1478,157.72
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,772.76
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,5.27
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,461.62
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,45.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,115.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,8200
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,2.05
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,2389.1
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,568.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,444.2
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,19.54
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,71.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,881.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,3063
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,242
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,120.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,1596.23
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,46.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,320.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,752.95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,69.05
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,31.37
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,18.8
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,8.41
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,354.6
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,981.52
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,230.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,12.94
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,43.86
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,238.47999999999996
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,500
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,24
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,3700
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,10.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,135
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,545.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,17.05
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,764.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,750
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,95.88
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,817.35
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,44.05
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,535
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,5
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,445.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,5.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,139.38
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,1895.4
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,313.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,5.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,79.52
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,47.17
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,795
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,1205
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,12.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,30.61
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,30.07
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,3538.12
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,18.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,73.22
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,61.75
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,62.62
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,4597.7
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,0
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,541.33
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,2592.07
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,586.25
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,4867.36
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,2909.28
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1478,179.64
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1482,6.21
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1482,32.33
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1482,154.25
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1482,45.45
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1482,1016.54
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1482,450
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1482,118
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1482,20.4
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1482,2297.28
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1482,0
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1482,970
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1482,608.3
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1482,239844.09999999998
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1482,102.57
Business services,Travel & entertainment,Airfares,International airfares,supplier_1482,900
Business services,Travel & entertainment,Airfares,International airfares,supplier_1482,85
Business services,Travel & entertainment,Airfares,International airfares,supplier_1482,5.78
Business services,Travel & entertainment,Airfares,International airfares,supplier_1482,310
Business services,Travel & entertainment,Airfares,International airfares,supplier_1482,189.86
Business services,Travel & entertainment,Airfares,International airfares,supplier_1482,23804
Business services,Travel & entertainment,Airfares,International airfares,supplier_1482,729.54
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1482,62.83
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1482,30.68
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1482,7.3
Business services,Travel & entertainment,Ground transport,Taxis & ride share services,supplier_1482,81.01
Business services,Travel & entertainment,Travel expenses,General travel expenses,supplier_1482,209.05
Business services,Travel & entertainment,Travel expenses,General travel expenses,supplier_1482,12.27
Business services,Travel & entertainment,Travel expenses,General travel expenses,supplier_1482,463.27
Business services,Travel & entertainment,Travel expenses,General travel expenses,supplier_1482,2526.62
Business services,Travel & entertainment,Travel expenses,General travel expenses,supplier_1482,45.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1482,120.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1482,1428.15
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1482,276.81
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1482,63000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1482,16.1
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1482,432
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1482,1093.17
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1482,58.87
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1493,32.13
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1498,181.82
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1498,377.41
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1498,2538.29
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1498,392
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1498,260
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1498,284.38
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1498,89.84
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1498,147.23
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,68.52
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,21.82
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,16650
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,4.08
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,63.64
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,97.42
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,2903.3
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,167.88
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,48.19
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,614
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,6
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,72.75
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,88
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1498,500
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,45.45
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,4.83
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,3578
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,6
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,19.98
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,116.73
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,114.36
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,39.95
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,43
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,3470
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,248.44
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1498,6
Business services,Travel & entertainment,Airfares,International airfares,supplier_1498,11.45
Business services,Travel & entertainment,Airfares,International airfares,supplier_1498,290.93
Business services,Travel & entertainment,Airfares,International airfares,supplier_1498,1470
Business services,Travel & entertainment,Airfares,International airfares,supplier_1498,79.82
Business services,Travel & entertainment,Airfares,International airfares,supplier_1498,301.56
Business services,Travel & entertainment,Airfares,International airfares,supplier_1498,93.96
Business services,Travel & entertainment,Airfares,International airfares,supplier_1498,276.09
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,11775
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,1213.56
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,2551.84
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,409.09
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,480
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,4.27
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,8.91
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,17.09
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,400
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,401.39
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,22.26
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,25.16
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,474.85
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,20200
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,32
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,13.04
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,27.189999999999998
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,150.45
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,477.5
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,40.57
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,50
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,55132
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,482.5
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,20
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,1467.43
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,4419.4
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,731.9
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,1729.76
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,22.17
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,240.5
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,400.05
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,220.65
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,4340.73
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,54.6
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1498,47
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,6
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,35.53
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,6
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,180.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,562
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,350
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,1.83
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,1263.56
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,981.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,24.92
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,131.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,579.9399999999999
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,150
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,302.63
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,202
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,135.89999999999998
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,42.53
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,90.54
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,578.8199999999999
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,169.97
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,115.04
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,938
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,7386.7
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,3482.57
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,12.97
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,0.34
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,10239.65
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,6.3
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,15
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,85.23
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,86.22999999999999
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,2813.77
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,40
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,34
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,931.11
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,60.22
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,421.8
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,329.95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,9.56
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,11200
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,1758
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,126.35
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,4.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,67.44
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,4.95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,26
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,1116
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,7277.280000000001
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,4498.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,2333.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,549
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,50.38
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,1.95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,224.85
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,218.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,2050
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,111.43
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,11.13
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,1280.15
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,23.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,184.41000000000003
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,53.5
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,10
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,290.34
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,33.71
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,4790.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,259.3
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,40.94
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,100.02
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,476.32
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,58.43
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,709.92
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,52.56
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,37.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,5.84
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,41.85
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,16.68
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,14.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,104.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,159.09
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,198.21
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,91.49
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,549
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,45.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,462.28
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,173.34
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,36
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,97.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,49250
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,14158.87
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,203.59
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,22.41
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,35
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,549
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,16.57
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,49.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,85.8
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,6
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,245.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,1000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,49.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,348.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,3.4
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,4.87
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,251.03
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,1102.08
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,47.66
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,176.36
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,8
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,242.49
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1498,547.59
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1499,13.29
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1499,79.79
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_1499,467.82
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_1499,183.43
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_1499,295.45
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1501,387.98
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1501,10.91
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1501,50.29
